OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7275523,4233,1930,200,19300200,28TH AVE W BETWEEN W NEWTON N ST AND W CROCKETT S ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W NEWTON N ST,W CROCKETT S ST,3,Collector Arterial, ,2000,25,N,N, , ,160,40,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W NEWTON N ST,N,27706,28TH AVE W AND W CROCKETT S ST,S,27704,1255915.425,236326.393,System.Byte[],N,N,N,Neighborhood Corridor,,91,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0200,4,ART,N,160.0101608
7275524,5322,2620,260,26200260,34TH AVE W BETWEEN W RAYE ST AND W ARMOUR ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W RAYE ST,W ARMOUR ST,2,Minor Arterial, ,2600,25,N,N, , ,663,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W RAYE ST,N,27464,34TH AVE W AND W ARMOUR ST,S,27454,1254014.096,238881.9481,System.Byte[],N,N,N,Neighborhood Corridor,,82,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0260,0,ART,N,662.9889505
7275525,4234,1930,201,19300201,28TH AVE W BETWEEN W CROCKETT S ST AND W CROCKETT N ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W CROCKETT S ST,W CROCKETT N ST,3,Collector Arterial, ,2100,25,N,N, , ,100,40,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W CROCKETT S ST,N,27704,28TH AVE W AND W CROCKETT N ST,S,27694,1255919.192,236456.3382,System.Byte[],N,N,N,Neighborhood Corridor,,91,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0201,2,ART,N,99.98968507
7275527,5323,2620,280,26200280,34TH AVE W BETWEEN W ARMOUR ST AND W BARRETT ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W ARMOUR ST,W BARRETT ST,2,Minor Arterial, ,2800,25,N,N, , ,663,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W ARMOUR ST,N,27454,34TH AVE W AND W BARRETT ST,S,27438,1254032.437,239544.8599,System.Byte[],N,N,N,Neighborhood Corridor,,82,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0280,1,ART,N,663.3421368
7275528,3720,1610,440,16100440,25TH AVE NE BETWEEN NE 44TH ST AND NE 47TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 44TH ST,NE 47TH ST,1,Principal Arterial, ,4400,25,N,N, , ,1006,54,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 44TH ST,N,27294,25TH AVE NE AND NE 47TH ST,S,25960,1278795.607,244872.2432,System.Byte[],N,N,Y,Urban Village Main,,85,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0440,0,ART,N,980.7047141
7275529,5325,2620,320,26200320,34TH AVE W BETWEEN W DRAVUS ST AND W BERTONA ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W DRAVUS ST,W BERTONA ST,2,Minor Arterial, ,3200,25,N,N, , ,661,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W DRAVUS ST,N,26390,34TH AVE W AND W BERTONA ST,S,26373,1254064.241,240867.4494,System.Byte[],N,N,N,Neighborhood Corridor,,77,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0320,0,ART,N,661.0380744
7275531,4237,1930,220,19300220,28TH AVE W BETWEEN W BOSTON N ST AND W LYNN S ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W BOSTON N ST,W LYNN S ST,3,Collector Arterial, ,2200,25,N,N, , ,160,40,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W BOSTON N ST,N,27695,28TH AVE W AND W LYNN S ST,S,27681,1255931.149,236846.1443,System.Byte[],N,N,N,Neighborhood Corridor,,91,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0220,3,ART,N,160.02993
7275533,3721,1610,470,16100470,25TH AVE NE BETWEEN NE 47TH ST AND NE 49TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 47TH ST,NE 49TH ST,1,Principal Arterial, ,4700,25,N,N, , ,416,54,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 47TH ST,N,25960,25TH AVE NE AND NE 49TH ST,S,25959,1278808.597,245582.9206,System.Byte[],N,N,Y,Urban Village Main,,82,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0470,1,ART,N,440.9114567
7275534,5326,2620,340,26200340,34TH AVE W BETWEEN W BERTONA ST AND W RUFFNER ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W BERTONA ST,W RUFFNER ST,2,Minor Arterial, ,3400,25,N,N, , ,657,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W BERTONA ST,N,26373,34TH AVE W AND W RUFFNER ST,S,26364,1254079.304,241526.3239,System.Byte[],N,N,N,Neighborhood Corridor,,81,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0340,1,ART,N,657.0553434
7275536,4238,1930,221,19300221,28TH AVE W BETWEEN W LYNN S ST AND W LYNN N ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W LYNN S ST,W LYNN N ST,3,Collector Arterial, ,2300,25,N,N, , ,100,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W LYNN S ST,N,27681,28TH AVE W AND W LYNN N ST,S,27682,1255935.135,236976.068,System.Byte[],N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0221,4,ART,N,99.93973361
7275537,5327,2620,360,26200360,34TH AVE W BETWEEN W RUFFNER ST AND W EMERSON ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W RUFFNER ST,W EMERSON ST,2,Minor Arterial, ,3600,25,N,N, , ,660,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W RUFFNER ST,N,26364,34TH AVE W AND W EMERSON ST,S,26355,1254094.402,242184.5608,System.Byte[],N,N,N,Neighborhood Corridor,,81,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0360,1,ART,N,659.7648596
7275538,5329,2620,400,26200400,34TH AVE W BETWEEN W THURMAN ST AND W ELMORE ST,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W THURMAN ST,W ELMORE ST,2,Minor Arterial, ,4000,25,N,N, , ,662,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W THURMAN ST,N,26346,34TH AVE W AND W ELMORE ST,S,26341,1254123.176,243505.3298,System.Byte[],N,N,N,Neighborhood Corridor,,85,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0400,1,ART,N,662.3106296
7275540,4239,1930,230,19300230,28TH AVE W BETWEEN W LYNN N ST AND W MCGRAW S ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W LYNN N ST,W MCGRAW S ST,3,Collector Arterial, ,2300,25,N,N, , ,164,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W LYNN N ST,N,27682,28TH AVE W AND W MCGRAW S ST,S,27683,1255939.18,237107.9458,System.Byte[],N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0230,2,ART,N,163.9398227
7275541,5330,2620,420,26200420,34TH AVE W BETWEEN W ELMORE ST AND W GOVERNMENT WAY,34TH AVE W,34TH AVE W,INSVC,DISTRICT6, ,N,W ELMORE ST,W GOVERNMENT WAY,2,Minor Arterial, ,4200,25,N,N, , ,593,40,PCC,10/31/2022 12:00:00 AM,,,34TH AVE W AND W ELMORE ST,N,26341,34TH AVE W AND W GOVERNMENT WAY,S,26336,1254136.905,244132.7943,System.Byte[],N,N,N,Neighborhood Corridor,,85,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02620&StreetSegment=0420,6,ART,N,592.9187211
7275542,3722,1610,490,16100490,25TH AVE NE BETWEEN NE 49TH ST AND NE BLAKELEY ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 49TH ST,NE BLAKELEY ST,1,Principal Arterial, ,4900,25,N,N, , ,684,54,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 49TH ST,N,25959,25TH AVE NE AND NE BLAKELEY ST,S,25949,1278867.658,246139.3465,System.Byte[],N,N,Y,Urban Village Main,,82,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0490,1,ART,N,684.372922
7275546,4240,1930,235,19300235,28TH AVE W BETWEEN W MCGRAW S ST AND W MCGRAW N ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W MCGRAW S ST,W MCGRAW N ST,3,Collector Arterial, ,2400,25,N,N, , ,161,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W MCGRAW S ST,N,27683,28TH AVE W AND W MCGRAW N ST,S,27667,1255943.981,237270.5094,System.Byte[],N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0235,1,ART,N,161.3293094
7275549,3723,1610,510,16100510,25TH AVE NE BETWEEN NE BLAKELEY ST AND NE 54TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE BLAKELEY ST,NE 54TH ST,1,Principal Arterial, ,5100,25,N,N, , ,624,47,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE BLAKELEY ST,N,25949,25TH AVE NE AND NE 54TH ST,S,25940,1278905.141,246792.1997,System.Byte[],N,N,Y,Urban Village Main,,89,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0510,5,ART,N,624.3521266
7275551,4241,1930,240,19300240,28TH AVE W BETWEEN W MCGRAW N ST AND W SMITH ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W MCGRAW N ST,W SMITH ST,3,Collector Arterial, ,2400,25,N,N, , ,420,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W MCGRAW N ST,N,27667,28TH AVE W AND W SMITH ST,S,27656,1255952.225,237560.9905,System.Byte[],N,N,N,Neighborhood Corridor,,88,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0240,1,ART,N,419.8669515
7275553,3724,1610,540,16100540,25TH AVE NE BETWEEN NE 54TH ST AND NE 55TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 54TH ST,NE 55TH ST,1,Principal Arterial, ,5400,25,N,N, , ,200,47,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 54TH ST,N,25940,25TH AVE NE AND NE 55TH ST,S,25939,1278911.261,247204.1663,System.Byte[],N,N,Y,Urban Village Main,,89,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0540,5,ART,N,199.6744877
7275555,4242,1930,250,19300250,28TH AVE W BETWEEN W SMITH ST AND W HALLADAY ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W SMITH ST,W HALLADAY ST,3,Collector Arterial, ,2500,25,N,N, , ,420,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W SMITH ST,N,27656,28TH AVE W AND W HALLADAY ST,S,27650,1255964.141,237980.8144,System.Byte[],N,N,N,Neighborhood Corridor,,92,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0250,1,ART,N,420.1189211
7275558,3726,1610,570,16100570,25TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 57TH ST,NE 60TH ST,1,Principal Arterial, ,5700,25,N,N, , ,789,40,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 57TH ST,N,25916,25TH AVE NE AND NE 60TH ST,S,25903,1278927.012,248231.5029,System.Byte[],N,N,Y,Urban Center Connector,,100,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0570,6,ART,N,788.7587338
7275560,4243,1930,255,19300255,28TH AVE W BETWEEN W HALLADAY ST AND W RAYE S ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W HALLADAY ST,W RAYE S ST,3,Collector Arterial, ,2500,25,N,N, , ,324,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W HALLADAY ST,N,27650,28TH AVE W AND W RAYE S ST,S,27649,1255974.593,238352.699,System.Byte[],N,N,N,Neighborhood Corridor,,92,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0255,2,ART,N,323.9441519
7275562,3727,1610,600,16100600,25TH AVE NE BETWEEN NE 60TH ST AND NE 65TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 60TH ST,NE 65TH ST,1,Principal Arterial, ,6000,25,N,N, , ,1322,40,AC/PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 60TH ST,N,25903,25TH AVE NE AND NE 65TH ST,S,24695,1278944.095,249286.7476,System.Byte[],N,N,Y,Urban Center Connector,,89,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0600,3,ART,N,1322.007579
7275565,4244,1930,257,19300257,28TH AVE W BETWEEN W RAYE S ST AND W RAYE N ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W RAYE S ST,W RAYE N ST,3,Collector Arterial, ,2600,25,N,N, , ,96,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W RAYE S ST,N,27649,28TH AVE W AND W RAYE N ST,S,27644,1255980.633,238562.3367,System.Byte[],N,N,N,Neighborhood Corridor,,92,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0257,2,ART,N,95.50590743
7275566,3728,1610,650,16100650,25TH AVE NE BETWEEN NE 65TH ST AND NE 68TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 65TH ST,NE 68TH ST,1,Principal Arterial, ,6500,25,N,N, , ,663,40,PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 65TH ST,N,24695,25TH AVE NE AND NE 68TH ST,S,24685,1278965.507,250279.2027,System.Byte[],N,N,Y,Urban Center Connector,,67,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0650,3,ART,N,663.4116288
7275570,4246,1930,280,19300280,28TH AVE W BETWEEN W ARMOUR ST AND W FULTON ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W ARMOUR ST,W FULTON ST,3,Collector Arterial, ,2800,25,N,N, , ,420,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W ARMOUR ST,N,27635,28TH AVE W AND W FULTON ST,S,27628,1256000.284,239239.9775,System.Byte[],N,N,N,Neighborhood Corridor,,85,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0280,5,ART,N,419.909129
7275577,3730,1610,700,16100700,25TH AVE NE BETWEEN NE 70TH ST AND NE 74TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 70TH ST,NE 74TH ST,1,Principal Arterial, ,7000,25,N,N, , ,954,40,PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 70TH ST,N,24669,25TH AVE NE AND NE 74TH ST,S,24662,1278978.009,251750.3215,System.Byte[],N,N,Y,Urban Center Connector,,66,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0700,1,ART,N,953.9826542
7275581,3732,1610,750,16100750,25TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 75TH ST,NE 77TH ST,1,Principal Arterial, ,7500,25,N,N, , ,660,80,PCC,10/31/2022 12:00:00 AM,AC/PCC,11/01/2017 00:00,25TH AVE NE AND NE 75TH ST,N,24661,25TH AVE NE AND NE 77TH ST,S,24646,1278980.154,252930.7751,System.Byte[],N,N,Y,Urban Center Connector,,67,9,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0750,1,ART,N,660.1582127
7275582,4248,1930,300,19300300,28TH AVE W BETWEEN W BARRETT ST AND W DRAVUS ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W BARRETT ST,W DRAVUS ST,3,Collector Arterial, ,3000,25,N,N, , ,661,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W BARRETT ST,N,27623,28TH AVE W AND W DRAVUS ST,S,26581,1256025.366,240170.7523,System.Byte[],N,N,N,Neighborhood Corridor,,85,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0300,2,ART,N,661.0997824
7275586,3734,1610,800,16100800,25TH AVE NE BETWEEN NE 80TH ST AND RAVENNA S AVE NE,25TH AVE NE,25TH AVE NE,INSVC,DISTRICT4, ,N,NE 80TH ST,RAVENNA S AVE NE,1,Principal Arterial, ,8000,25,NW,N, , ,407,52,PCC,10/31/2022 12:00:00 AM,,,25TH AVE NE AND NE 80TH ST,NW,24637,25TH AVE NE AND RAVENNA S AVE NE,SE,24625,1278893.92,254109.6193,System.Byte[],N,N,Y,Urban Center Connector,,58,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01610&StreetSegment=0800,1,ART,N,407.4807666
7275587,4249,1930,320,19300320,28TH AVE W BETWEEN W DRAVUS ST AND W BERTONA ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W DRAVUS ST,W BERTONA ST,3,Collector Arterial, ,3200,25,N,N, , ,660,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W DRAVUS ST,N,26581,28TH AVE W AND W BERTONA ST,S,26572,1256040.607,240831.0632,System.Byte[],N,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0320,2,ART,N,659.8738329
7275591,4250,1930,340,19300340,28TH AVE W BETWEEN W BERTONA ST AND W GROVER ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6,DISTRICT7,N,W BERTONA ST,W GROVER ST,3,Collector Arterial, ,3400,25,N,N, , ,331,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W BERTONA ST,N,26572,28TH AVE W AND W GROVER ST,S,26564,1256052.167,241326.4196,System.Byte[],N,N,N,Neighborhood Corridor,,79,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0340,3,ART,N,331.1087036
7275593,5352,2705,470,27050470,35TH AVE NE BETWEEN NE 45TH PL AND NE 50TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 45TH PL,NE 50TH ST,2,Minor Arterial, ,4700,25,N,N, , ,817,32,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 45TH PL,N,26252,35TH AVE NE AND NE 50TH ST,S,26231,1281457.478,245514.9701,System.Byte[],N,N,N,Neighborhood Corridor,,76,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0470,6,ART,N,817.2462601
7275594,4252,1930,360,19300360,28TH AVE W BETWEEN W RUFFNER ST AND W TILDEN ST,28TH AVE W,28TH AVE W,INSVC,DISTRICT6, ,N,W RUFFNER ST,W TILDEN ST,3,Collector Arterial, ,3600,25,N,N, , ,330,36,PCC,10/31/2022 12:00:00 AM,,,28TH AVE W AND W RUFFNER ST,N,26560,28TH AVE W AND W TILDEN ST,S,26553,1256067.726,241986.6464,System.Byte[],N,N,N,Neighborhood Corridor,,91,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=01930&StreetSegment=0360,4,ART,N,329.9991472
7275597,5353,2705,500,27050500,35TH AVE NE BETWEEN NE 50TH ST AND NE 52ND ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 50TH ST,NE 52ND ST,2,Minor Arterial, ,5000,25,N,N, , ,660,32,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 50TH ST,N,26231,35TH AVE NE AND NE 52ND ST,S,26221,1281467.511,246253.5291,System.Byte[],N,N,N,Neighborhood Corridor,,76,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0500,5,ART,N,660.008343
7275600,5355,2705,550,27050550,35TH AVE NE BETWEEN NE 55TH ST AND NE 57TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 55TH ST,NE 57TH ST,2,Minor Arterial, ,5500,25,N,N, , ,660,32,PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 55TH ST,N,26213,35TH AVE NE AND NE 57TH ST,S,26204,1281484.863,247580.015,System.Byte[],N,N,N,Urban Center Connector,,99,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0550,4,ART,N,659.9753895
7275602,5911,2980,710,29800710,38TH AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,38TH AVE S,38TH AVE S,INSVC,DISTRICT2, ,N,S MYRTLE ST,S OTHELLO ST,0,Not Designated, ,7100,20,S,N, , ,673,0,ST,,,,38TH AVE S AND S MYRTLE ST,S,34555,38TH AVE S AND S OTHELLO ST,N,34561,1281929.851,199611.5062,System.Byte[],N,N,N,Urban Village Neighborhood Access,,0,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02980&StreetSegment=0710,0,NON-ART,N,673.4790551
7275603,5356,2705,570,27050570,35TH AVE NE BETWEEN NE 57TH ST AND NE 60TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 57TH ST,NE 60TH ST,2,Minor Arterial, ,5700,25,N,N, , ,666,32,PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 57TH ST,N,26204,35TH AVE NE AND NE 60TH ST,S,26193,1281492.37,248243.1131,System.Byte[],N,N,N,Urban Center Connector,,99,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0570,3,ART,N,666.3058398
