OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7275606,5358,2705,620,27050620,35TH AVE NE BETWEEN NE 62ND ST AND NE 65TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 62ND ST,NE 65TH ST,2,Minor Arterial, ,6200,25,N,N, , ,656,32,PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 62ND ST,N,26189,35TH AVE NE AND NE 65TH ST,S,24971,1281507.615,249574.4181,System.Byte[],N,N,N,Urban Center Connector,,100,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0620,2,ART,N,656.1436038
7275608,5360,2705,680,27050680,35TH AVE NE BETWEEN NE 68TH ST AND NE 70TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 68TH ST,NE 70TH ST,2,Minor Arterial, ,6800,25,N,N, , ,663,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 68TH ST,N,24961,35TH AVE NE AND NE 70TH ST,S,24950,1281511.255,250896.2941,System.Byte[],N,N,N,Urban Center Connector,,85,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0680,2,ART,N,662.6053157
7275611,5361,2705,700,27050700,35TH AVE NE BETWEEN NE 70TH ST AND NE 73RD ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 70TH ST,NE 73RD ST,2,Minor Arterial, ,7000,25,N,N, , ,663,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 70TH ST,N,24950,35TH AVE NE AND NE 73RD ST,S,24934,1281511.162,251558.9398,System.Byte[],N,N,N,Urban Center Connector,,79,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0700,0,ART,N,662.6862201
7275615,5362,2705,730,27050730,35TH AVE NE BETWEEN NE 73RD ST AND NE 75TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 73RD ST,NE 75TH ST,2,Minor Arterial, ,7300,25,N,N, , ,663,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 73RD ST,N,24934,35TH AVE NE AND NE 75TH ST,S,24933,1281511.058,252221.5825,System.Byte[],N,N,N,Urban Center Connector,,79,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0730,2,ART,N,662.5991739
7275620,5363,2705,750,27050750,35TH AVE NE BETWEEN NE 75TH ST AND NE 77TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 75TH ST,NE 77TH ST,2,Minor Arterial, ,7500,25,N,N, , ,660,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 75TH ST,N,24933,35TH AVE NE AND NE 77TH ST,S,24909,1281509.991,252882.9452,System.Byte[],N,N,N,Urban Center Connector,,84,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0750,1,ART,N,660.1293983
7275623,5366,2705,810,27050810,35TH AVE NE BETWEEN NE 81ST ST AND NE 82ND ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 81ST ST,NE 82ND ST,2,Minor Arterial, ,8100,25,N,N, , ,352,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 81ST ST,N,24898,35TH AVE NE AND NE 82ND ST,S,24886,1281505.278,254344.1983,System.Byte[],N,N,N,Urban Center Connector,,82,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0810,1,ART,N,352.1310029
7275627,5367,2705,820,27050820,35TH AVE NE BETWEEN NE 82ND ST AND NE 84TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 82ND ST,NE 84TH ST,2,Minor Arterial, ,8200,25,N,N, , ,328,40,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 82ND ST,N,24886,35TH AVE NE AND NE 84TH ST,S,24885,1281504.142,254684.1374,System.Byte[],N,N,N,Urban Center Connector,,82,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0820,0,ART,N,327.7509347
7275632,5369,2705,850,27050850,35TH AVE NE BETWEEN NE 85TH ST AND NE 86TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 85TH ST,NE 86TH ST,2,Minor Arterial, ,8500,25,N,N, , ,264,56,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 85TH ST,N,37949,35TH AVE NE AND NE 86TH ST,S,37948,1281507.548,255295.1558,System.Byte[],N,N,N,Urban Center Connector,,79,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0850,0,ART,N,263.8558122
7275635,5371,2705,870,27050870,35TH AVE NE BETWEEN NE 87TH ST AND NE 88TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 87TH ST,NE 88TH ST,2,Minor Arterial, ,8700,25,N,N, , ,264,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 87TH ST,N,37947,35TH AVE NE AND NE 88TH ST,S,37936,1281526.465,255822.7691,System.Byte[],N,N,N,Urban Center Connector,,74,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0870,1,ART,N,264.0231076
7275638,5372,2705,880,27050880,35TH AVE NE BETWEEN NE 88TH ST AND NE 89TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 88TH ST,NE 89TH ST,2,Minor Arterial, ,8800,25,N,N, , ,264,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 88TH ST,N,37936,35TH AVE NE AND NE 89TH ST,S,37935,1281535.926,256086.622,System.Byte[],N,N,N,Urban Center Connector,,74,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0880,2,ART,N,264.0218284
7275642,5373,2705,890,27050890,35TH AVE NE BETWEEN NE 89TH ST AND NE 90TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 89TH ST,NE 90TH ST,2,Minor Arterial, ,8900,25,N,N, , ,264,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 89TH ST,N,37935,35TH AVE NE AND NE 90TH ST,S,37925,1281545.385,256350.4748,System.Byte[],N,N,N,Urban Center Connector,,74,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0890,2,ART,N,264.022815
7275645,5374,2705,900,27050900,35TH AVE NE BETWEEN NE 90TH ST AND NE 91ST S ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 90TH ST,NE 91ST S ST,2,Minor Arterial, ,9000,25,N,N, , ,263,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 90TH ST,N,37925,35TH AVE NE AND NE 91ST S ST,S,37926,1281554.239,256613.5926,System.Byte[],N,N,N,Urban Center Connector,,66,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0900,2,ART,N,262.5119444
7275649,5375,2705,903,27050903,35TH AVE NE BETWEEN NE 91ST S ST AND NE 91ST N ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 91ST S ST,NE 91ST N ST,2,Minor Arterial, ,9000,25,N,N, , ,73,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 91ST S ST,N,37926,35TH AVE NE AND NE 91ST N ST,S,37923,1281560.387,256781.4654,System.Byte[],N,N,N,Urban Center Connector,,66,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0903,3,ART,N,73.47477336
7275654,5376,2705,910,27050910,35TH AVE NE BETWEEN NE 91ST N ST AND NE 92ND S ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 91ST N ST,NE 92ND S ST,2,Minor Arterial, ,9100,25,N,N, , ,192,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 91ST N ST,N,37923,35TH AVE NE AND NE 92ND S ST,S,37924,1281565.723,256914.1269,System.Byte[],N,N,N,Urban Center Connector,,66,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0910,2,ART,N,192.0740886
7275658,5379,2705,930,27050930,35TH AVE NE BETWEEN NE 93RD ST AND NE 94TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT4, ,N,NE 93RD ST,NE 94TH ST,2,Minor Arterial, ,9300,25,N,N, , ,233,56,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 93RD ST,N,37913,35TH AVE NE AND NE 94TH ST,S,37912,1281582.04,257390.4666,System.Byte[],N,N,N,Urban Center Connector,,61,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0930,3,ART,N,233.1228229
7275661,5381,2705,950,27050950,35TH AVE NE BETWEEN NE 95TH ST AND NE 96TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 95TH ST,NE 96TH ST,2,Minor Arterial, ,9500,25,N,N, , ,324,56,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 95TH ST,N,37899,35TH AVE NE AND NE 96TH ST,S,37898,1281595.608,257970.8147,System.Byte[],N,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0950,4,ART,N,324.3168328
7275664,5382,2705,960,27050960,35TH AVE NE BETWEEN NE 96TH ST AND NE 97TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 96TH ST,NE 97TH ST,2,Minor Arterial, ,9600,25,N,N, , ,345,56,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 96TH ST,N,37898,35TH AVE NE AND NE 97TH ST,S,37889,1281591.36,258305.2528,System.Byte[],N,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0960,3,ART,N,344.6134682
7275668,5384,2705,980,27050980,35TH AVE NE BETWEEN NE 98TH ST AND NE 100TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 98TH ST,NE 100TH ST,2,Minor Arterial, ,9800,25,N,N, , ,334,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 98TH ST,N,37888,35TH AVE NE AND NE 100TH ST,S,37878,1281582.815,258978.2715,System.Byte[],N,N,N,Urban Center Connector,,66,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=0980,7,ART,N,334.3560302
7275671,5385,2705,1000,27051000,35TH AVE NE BETWEEN NE 100TH ST AND NE 103RD ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 100TH ST,NE 103RD ST,2,Minor Arterial, ,10000,25,N,N, , ,703,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 100TH ST,N,37878,35TH AVE NE AND NE 103RD ST,S,37869,1281576.226,259497.1202,System.Byte[],N,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1000,9,ART,N,703.424892
7275674,5387,2705,1040,27051040,35TH AVE NE BETWEEN NE 104TH ST AND NE 105TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 104TH ST,NE 105TH ST,2,Minor Arterial, ,10400,25,N,N, , ,319,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 104TH ST,N,37868,35TH AVE NE AND NE 105TH ST,S,36855,1281565.745,260322.5754,System.Byte[],N,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1040,9,ART,N,319.0997853
7275681,5388,2705,1050,27051050,35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 105TH ST,NE 110TH ST,2,Minor Arterial, ,10500,25,N,N, , ,1309,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 105TH ST,N,36855,35TH AVE NE AND NE 110TH ST,S,36838,1281589.921,261135.9905,System.Byte[],N,N,N,Urban Center Connector,,58,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1050,2,ART,N,1308.805651
7275685,5389,2705,1100,27051100,35TH AVE NE BETWEEN NE 110TH ST AND NE 113TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 110TH ST,NE 113TH ST,2,Minor Arterial, ,11000,25,N,N, , ,660,46,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 110TH ST,N,36838,35TH AVE NE AND NE 113TH ST,S,36831,1281629.328,262119.4741,System.Byte[],Y,N,N,Urban Center Connector,,59,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1100,2,ART,N,659.7400022
7275687,5390,2705,1130,27051130,35TH AVE NE BETWEEN NE 113TH ST AND NE 115TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 113TH ST,NE 115TH ST,2,Minor Arterial, ,11300,25,N,N, , ,649,46,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 113TH ST,N,36831,35TH AVE NE AND NE 115TH ST,S,36830,1281655.526,262773.3473,System.Byte[],Y,N,N,Urban Center Connector,,59,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1130,2,ART,N,649.0555293
7275688,4279,2010,50,20100050,29TH AVE E BETWEEN E REPUBLICAN ST AND E MADISON W ST,29TH AVE E,29TH AVE E,INSVC,DISTRICT3, ,N,E REPUBLICAN ST,E MADISON W ST,0,Not Designated, ,500,20,NW,N, , ,177,25,PCC,10/16/2013 12:00:00 AM,,,29TH AVE E AND E REPUBLICAN ST,NW,29248,29TH AVE E AND E MADISON W ST,SE,29247,1279941.331,230971.9991,System.Byte[],N,N,N,Neighborhood Yield Street,,20,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02010&StreetSegment=0050,1,NON-ART,N,177.4276659
7275691,5391,2705,1150,27051150,35TH AVE NE BETWEEN NE 115TH ST AND 34TH AVE NE,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 115TH ST,34TH AVE NE,2,Minor Arterial, ,11500,25,N,N, , ,486,44,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 115TH ST,N,36830,34TH AVE NE AND 35TH AVE NE,S,36818,1281670.31,263338.514,System.Byte[],Y,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1150,5,ART,N,486.344534
7275696,5392,2705,1155,27051155,35TH AVE NE BETWEEN 34TH AVE NE AND 33RD PL NE,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,34TH AVE NE,33RD PL NE,2,Minor Arterial, ,11500,25,N,N, , ,426,44,AC/PCC,10/31/2022 12:00:00 AM,,,34TH AVE NE AND 35TH AVE NE,N,36818,33RD PL NE AND 35TH AVE NE,S,36629,1281552.199,263776.7114,System.Byte[],Y,N,N,Urban Center Connector,,61,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1155,4,ART,N,426.1665155
7275699,5393,2705,1170,27051170,35TH AVE NE BETWEEN 33RD PL NE AND NE 120TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,33RD PL NE,NE 120TH ST,2,Minor Arterial, ,11700,25,N,N, , ,423,47,AC/PCC,10/31/2022 12:00:00 AM,,,33RD PL NE AND 35TH AVE NE,N,36629,35TH AVE NE AND NE 120TH ST,S,36617,1281468.251,264184.7059,System.Byte[],Y,N,N,Urban Center Connector,,59,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1170,5,ART,N,422.7921424
7275703,5396,2705,1250,27051250,35TH AVE NE BETWEEN NE 125TH ST AND NE 130TH S ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 125TH ST,NE 130TH S ST,2,Minor Arterial, ,12500,25,N,N, , ,1235,54,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 125TH ST,N,36192,35TH AVE NE AND NE 130TH S ST,S,36202,1281694.209,266375.9064,System.Byte[],Y,N,N,Urban Village Neighborhood,,66,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1250,3,ART,N,1235.332387
7275706,5397,2705,1270,27051270,35TH AVE NE BETWEEN NE 130TH S ST AND NE 130TH N ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 130TH S ST,NE 130TH N ST,2,Minor Arterial, ,12700,25,N,N, , ,123,43,AC/AC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 130TH S ST,N,36202,35TH AVE NE AND NE 130TH N ST,S,36187,1281698.049,267054.9131,System.Byte[],Y,N,N,Urban Village Neighborhood,,65,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1270,3,ART,N,122.9029065
7275709,5398,2705,1300,27051300,35TH AVE NE BETWEEN NE 130TH N ST AND NE 134TH ST,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 130TH N ST,NE 134TH ST,2,Minor Arterial, ,13000,25,N,N, , ,1005,43,AC/AC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 130TH N ST,N,36187,35TH AVE NE AND NE 134TH ST,S,36185,1281701.207,267618.9848,System.Byte[],Y,N,N,Urban Center Connector,,65,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1300,3,ART,N,1005.258145
7275712,5399,2705,1320,27051320,35TH AVE NE BETWEEN NE 134TH ST AND ERICKSON PL NE,35TH AVE NE,35TH AVE NE,INSVC,DISTRICT5, ,N,NE 134TH ST,ERICKSON PL NE,2,Minor Arterial, ,13200,25,N,N, , ,267,43,AC/AC,10/31/2022 12:00:00 AM,,,35TH AVE NE AND NE 134TH ST,N,36185,35TH AVE NE AND NE 135TH ST,S,36173,1281704.8,268255.063,System.Byte[],Y,N,N,Urban Center Connector,,65,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02705&StreetSegment=1320,1,ART,N,266.9185649
7275812,5444,2720,370,27200370,35TH AVE SW BETWEEN SW MANNING ST AND SW CHARLESTOWN ST,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,SW MANNING ST,SW CHARLESTOWN ST,3,Collector Arterial, ,3700,25,S,N, , ,346,25,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE SW AND SW MANNING ST,S,31851,35TH AVE SW AND SW CHARLESTOWN ST,N,31852,1259602.643,211991.6972,System.Byte[],N,N,N,Neighborhood Corridor,,80,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0370,0,ART,N,346.145815
7275816,5445,2720,380,27200380,35TH AVE SW BETWEEN SW CHARLESTOWN ST AND SW ANDOVER N ST,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,SW CHARLESTOWN ST,SW ANDOVER N ST,3,Collector Arterial, ,3800,25,S,N, , ,682,25,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE SW AND SW CHARLESTOWN ST,S,31852,35TH AVE SW AND SW ANDOVER N ST,N,31875,1259584.219,211477.9605,System.Byte[],N,N,N,Neighborhood Corridor,,80,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0380,1,ART,N,682.0112788
7275818,5447,2720,400,27200400,35TH AVE SW BETWEEN SW ANDOVER S ST AND SW DAKOTA ST,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,SW ANDOVER S ST,SW DAKOTA ST,3,Collector Arterial, ,4000,25,S,N, , ,552,25,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE SW AND SW ANDOVER S ST,S,31874,35TH AVE SW AND SW DAKOTA ST,N,31886,1259560.325,210731.3427,System.Byte[],N,N,N,Neighborhood Corridor,,78,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0400,4,ART,N,552.2292439
7275821,5448,2720,410,27200410,35TH AVE SW BETWEEN SW DAKOTA ST AND FAUNTLEROY N WAY SW,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,SW DAKOTA ST,FAUNTLEROY N WAY SW,3,Collector Arterial, ,4100,25,S,N, , ,343,25,AC/PCC,10/31/2022 12:00:00 AM,,,35TH AVE SW AND SW DAKOTA ST,S,31886,35TH AVE SW AND FAUNTLEROY N WAY SW,N,157970,1259546.327,210283.9072,System.Byte[],N,N,N,Neighborhood Corridor,,78,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0410,8,ART,N,343.0845918
7275824,5449,2720,441,27200441,35TH AVE SW BETWEEN FAUNTLEROY S WAY SW AND SW AVALON WAY,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,FAUNTLEROY S WAY SW,SW AVALON WAY,1,Principal Arterial, ,4400,25,S,N, , ,351,45,PCC,10/31/2022 12:00:00 AM,,,FAUNTLEROY WAY SW AND WEST SEATTLE BR EB,S,31898,35TH AVE SW AND SW AVALON WAY,N,31899,1259536.32,209751.7566,System.Byte[],N,N,Y,Urban Village Main,,99,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0441,5,ART,N,350.8769689
7275826,5450,2720,442,27200442,35TH AVE SW BETWEEN SW AVALON WAY AND SW SNOQUALMIE ST,35TH AVE SW,35TH AVE SW,INSVC,DISTRICT1, ,N,SW AVALON WAY,SW SNOQUALMIE ST,1,Principal Arterial, ,4400,25,S,N, , ,745,54,PCC,04/04/2020 00:00,,,35TH AVE SW AND SW AVALON WAY,S,31899,35TH AVE SW AND SW SNOQUALMIE ST,N,31912,1259524.967,209204.1123,System.Byte[],N,N,Y,Urban Village Main,,100,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=02720&StreetSegment=0442,2,ART,N,744.6576474
